_id,1. open,2. high,3. low,4. close,5. volume,date,symbol
67999cac0da2ccc8cae2ee25,17.1900,20.0000,14.5000,15.0600,1860261,2025-01-28,DWTX
67999cac0da2ccc8cae2ee26,9.4000,21.7800,9.4000,17.4000,15118929,2025-01-27,DWTX
67999cac0da2ccc8cae2ee27,17.4900,19.3300,10.1000,11.4000,8162763,2025-01-24,DWTX
67999cac0da2ccc8cae2ee28,2.7200,29.2800,2.7200,13.3500,102194631,2025-01-23,DWTX
67999cac0da2ccc8cae2ee29,2.7600,3.1900,2.6000,2.8000,654620,2025-01-22,DWTX
67999cac0da2ccc8cae2ee2a,2.5300,3.9900,2.0500,3.1500,24248596,2025-01-21,DWTX
67999cac0da2ccc8cae2ee2b,1.9900,1.9900,1.8700,1.8700,17395,2025-01-17,DWTX
67999cac0da2ccc8cae2ee2c,2.2100,2.2393,1.9200,1.9300,48582,2025-01-16,DWTX
67999cac0da2ccc8cae2ee2d,2.2300,2.2799,2.1700,2.2000,8882,2025-01-15,DWTX
67999cac0da2ccc8cae2ee2e,2.3100,2.3350,2.1000,2.2300,45400,2025-01-14,DWTX
67999cac0da2ccc8cae2ee2f,2.3400,2.4400,2.2900,2.3200,9688,2025-01-13,DWTX
67999cac0da2ccc8cae2ee30,2.3800,2.4400,2.3600,2.3600,6777,2025-01-10,DWTX
67999cac0da2ccc8cae2ee31,2.5600,2.6772,2.3800,2.3800,30596,2025-01-08,DWTX
67999cac0da2ccc8cae2ee32,2.8600,2.8600,2.4882,2.6500,51639,2025-01-07,DWTX
67999cac0da2ccc8cae2ee33,2.7800,2.9294,2.5200,2.5700,16554,2025-01-06,DWTX
67999cac0da2ccc8cae2ee34,2.6300,2.7500,2.4800,2.6100,10887,2025-01-03,DWTX
67999cac0da2ccc8cae2ee35,2.6000,2.6000,2.4200,2.5100,22306,2025-01-02,DWTX
67999cac0da2ccc8cae2ee36,2.8200,2.8605,2.4800,2.4900,17057,2024-12-31,DWTX
67999cac0da2ccc8cae2ee37,2.8300,2.9610,2.7000,2.8500,25530,2024-12-30,DWTX
67999cac0da2ccc8cae2ee38,2.7700,2.9400,2.6100,2.8200,33903,2024-12-27,DWTX
67999cac0da2ccc8cae2ee39,2.9700,2.9999,2.6200,2.6200,21598,2024-12-26,DWTX
67999cac0da2ccc8cae2ee3a,2.6000,2.8800,2.5000,2.8700,34873,2024-12-24,DWTX
67999cac0da2ccc8cae2ee3b,2.8300,2.9800,2.3300,2.7200,84033,2024-12-23,DWTX
67999cac0da2ccc8cae2ee3c,2.3000,2.6300,2.3000,2.3400,33400,2024-12-20,DWTX
67999cac0da2ccc8cae2ee3d,2.4202,2.4362,2.3200,2.3200,10712,2024-12-19,DWTX
67999cac0da2ccc8cae2ee3e,2.4000,2.6571,2.3066,2.4200,26658,2024-12-18,DWTX
67999cac0da2ccc8cae2ee3f,2.3400,2.4600,2.3100,2.3400,5035,2024-12-17,DWTX
67999cac0da2ccc8cae2ee40,2.5800,2.5900,2.3344,2.4500,15018,2024-12-16,DWTX
67999cac0da2ccc8cae2ee41,2.4518,2.4986,2.3200,2.3600,4932,2024-12-13,DWTX
67999cac0da2ccc8cae2ee42,2.6700,2.7000,2.4000,2.4100,14629,2024-12-12,DWTX
67999cac0da2ccc8cae2ee43,2.6700,2.8259,2.6500,2.6700,12537,2024-12-11,DWTX
67999cac0da2ccc8cae2ee44,2.4700,2.7400,2.4700,2.7400,20653,2024-12-10,DWTX
67999cac0da2ccc8cae2ee45,2.5200,2.7500,2.3647,2.6000,26556,2024-12-09,DWTX
67999cac0da2ccc8cae2ee46,2.2800,2.5109,2.2800,2.3700,13479,2024-12-06,DWTX
67999cac0da2ccc8cae2ee47,2.4000,2.5401,2.2900,2.2900,55544,2024-12-05,DWTX
67999cac0da2ccc8cae2ee48,2.5700,2.5700,2.3900,2.5197,9764,2024-12-04,DWTX
67999cac0da2ccc8cae2ee49,2.4800,2.6600,2.4500,2.5150,23683,2024-12-03,DWTX
67999cac0da2ccc8cae2ee4a,2.3600,2.7009,2.3600,2.4300,23818,2024-12-02,DWTX
67999cac0da2ccc8cae2ee4b,2.5650,2.5650,2.4000,2.4000,20192,2024-11-29,DWTX
67999cac0da2ccc8cae2ee4c,2.7300,2.8700,2.5800,2.6000,43493,2024-11-27,DWTX
67999cac0da2ccc8cae2ee4d,2.6785,2.8200,2.5500,2.6450,11119,2024-11-26,DWTX
67999cac0da2ccc8cae2ee4e,2.5400,2.8000,2.4600,2.6800,25348,2024-11-25,DWTX
67999cac0da2ccc8cae2ee4f,2.6000,2.7400,2.4600,2.5500,103162,2024-11-22,DWTX
67999cac0da2ccc8cae2ee50,2.3600,2.8500,2.0900,2.7100,136025,2024-11-21,DWTX
67999cac0da2ccc8cae2ee51,2.6400,2.7005,2.2500,2.4300,75606,2024-11-20,DWTX
67999cac0da2ccc8cae2ee52,1.7700,3.0280,1.7600,2.6000,637000,2024-11-19,DWTX
67999cac0da2ccc8cae2ee53,2.9700,3.0700,1.6200,1.8500,143845,2024-11-18,DWTX
67999cac0da2ccc8cae2ee54,3.3100,3.3100,2.9600,2.9700,16951,2024-11-15,DWTX
67999cac0da2ccc8cae2ee55,3.0700,3.2300,2.9700,3.2000,15972,2024-11-14,DWTX
67999cac0da2ccc8cae2ee56,3.2900,3.4300,2.9400,2.9700,56806,2024-11-13,DWTX
67999cac0da2ccc8cae2ee57,3.4100,3.7600,3.3200,3.4600,42915,2024-11-12,DWTX
67999cac0da2ccc8cae2ee58,3.7600,4.0632,3.2000,3.4200,109070,2024-11-11,DWTX
67999cac0da2ccc8cae2ee59,4.4800,4.7067,4.3000,4.3000,29918,2024-11-08,DWTX
67999cac0da2ccc8cae2ee5a,4.3200,4.4827,4.3181,4.4500,13441,2024-11-07,DWTX
67999cac0da2ccc8cae2ee5b,4.3600,4.8226,4.2010,4.4500,50129,2024-11-06,DWTX
67999cac0da2ccc8cae2ee5c,4.3000,4.7200,4.1900,4.6200,35454,2024-11-05,DWTX
67999cac0da2ccc8cae2ee5d,4.2400,4.4700,4.2100,4.4400,22920,2024-11-04,DWTX
67999cac0da2ccc8cae2ee5e,4.3000,4.5100,4.2800,4.3700,68155,2024-11-01,DWTX
67999cac0da2ccc8cae2ee5f,4.2300,4.5000,4.1700,4.3500,22971,2024-10-31,DWTX
67999cac0da2ccc8cae2ee60,4.2000,4.5100,4.0500,4.1600,72777,2024-10-30,DWTX
